FECHA;ALMACEN;CLIENTE;TIPO DOCUMENTO;PRODUCTO;CANTIDAD;UNIDAD;TOTAL;MONTO PAGADO;DIFERENCIA;ESTADO DE ENTREGA;ESTADO DE PAGO;TIPO DE ENTREGA;METOPO DE PAGO
16/06/2025;CURVA;NATALY;FACTURA;GENESIS BLANCO 120;2;0;$220.00;$220.00;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
16/06/2025;CURVA;JERSON CASHPA;FACTURA;GENESIS NEGRO 120;2;0;$216.00;$216.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;REAL CASA;FACTURA;GENESIS BLANCO 120;2;0;$208.00;$208.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;EZPINOZA;FACTURA;BLANCO BRILLANTE;6;3;$184.68;$184.68;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;DAVID 995 ZOTANO;FACTURA;GRANITO GRAFITO 120;3;0;$164.60;$164.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;GAVINO 938B;FACTURA;GENESIS NEGRO 120;2;0;$161.30;$161.30;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;ROVELSA;FACTURA;LADRILLO CALACATA;5;0;$145.80;$145.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;RUDY 995 ZOTANO;FACTURA;ESPECIES;4;8;$142.60;$142.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;MILLA;COHELO;FACTURA;HUESO;4;0;$112.30;$112.30;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;GAVINO 938B;FACTURA;GENESIS NEGRO 120;1;0;$108.00;$108.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;GAVINO 938B;FACTURA;ESPECIES;3;6;$106.92;$106.92;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
16/06/2025;CURVA;NATALY;FACTURA;LARA MARFIL;3;5;$103.70;$103.70;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
16/06/2025;CURVA;OLCLASS 927;FACTURA;GENESIS BLANCO 120;1;1;$99.00;$99.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;NATALY;FACTURA;SATVARIO GREY;3;0;$95.40;$95.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;EJECUTIVOS 910 - EJESA;FACTURA;GENESIS NEGRO 120;1;0;$80.64;$80.64;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;JERSON CASHPA;FACTURA;GENESIS NEGRO 120;1;0;$80.64;$80.64;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;AZUCENA 955;FACTURA;GENESIS NEGRO 120;1;0;$79.20;$79.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;MILLA;ZENDY 891;FACTURA;WFG 66020;2;0;$74.88;$74.88;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;MARCO ANTONIO - CHIMBOTE;FACTURA;FIRENSE;2;0;$73.44;$73.44;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;ROMERO;FACTURA;GENESIS NEGRO 120;0;3;$60.50;$60.50;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;COHELO;FACTURA;LADRILLO TEX CLARO;2;0;$58.30;$58.30;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;DECOR'S STYLE 978;FACTURA;BORNITE GRIS;1;1;$48.60;$48.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;RUDY 995 ZOTANO;FACTURA;ESPECIES;0;7;$45.50;$45.50;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;SANTA CAROLINA;RONY;FACTURA;BRECIA NOGAL;1;0;$44.40;$44.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;MILLA;KYJ 887;FACTURA;NEGRO VITRIFICADO 120;0;1;$43.20;$43.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;NEYRA 105;FACTURA;GRANITO PLATA 120;0;2;$40.40;$40.40;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
16/06/2025;CURVA;ALESSIA 945B;FACTURA;BLANCO VITRIFICADO;1;0;$36.70;$36.70;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;AZUCENA 955;FACTURA;BLANCO VITRIFICADO;1;0;$36.70;$36.70;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;ROMERO;FACTURA;ESPECIES;1;0;$29.20;$29.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;SANTA CAROLINA;REAL CASA;FACTURA;CAOBA CARAMEL;0;3;$28.10;$28.10;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;MILLA;ROSSY;FACTURA;OREO BLACK;0;2;$20.90;$20.90;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
16/06/2025;CURVA;MUNDO;FACTURA;SLATE 120;0;2;$18.72;$18.72;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;RUDY 995 ZOTANO;FACTURA;ESPECIES;3;1;$11.90;$11.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;TIENDA;CORPORACION BD&S;FACTURA;LAPIZ BOLEADO;0;16;$40.00;$40.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;MILLA;CORPORACION BD&S;FACTURA;APOLO GRIS;1;0;$47.37;$47.37;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;MILLA;CORPORACION BD&S;FACTURA;CEMENTO GRAFITO;2;0;$64.75;$64.75;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;ROSSY;FACTURA;MADERA OLMO;14;0;$544.30;$544.30;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
16/06/2025;MILLA;MUNDO;FACTURA;CONCRETO MARMOL;3;0;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
16/06/2025;CURVA;MUNDO;FACTURA;FIRENSE;0;2;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;REAL CASA;FACTURA;ALPINUS GREY;0;1;$9.18;$9.18;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;CORPORACION BD&S;FACTURA;MADERA BEIGE;1;3;$63.00;$63.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;CORPORACION BD&S;FACTURA;PERLA IMPERIAL;7;3;$273.58;$273.58;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;CORPORACION BD&S;FACTURA;MARBLE MARRON;1;7;$56.19;$56.19;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;CASMA;FACTURA;SKY GOLD;80;0;$2,914.56;$2,914.56;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;ALTAMIRANO;FACTURA;HUESO;70;0;$1,945.44;$1,945.44;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;SANTA CAROLINA;FREDY CHAUCA;FACTURA;BRECIA NOGAL;42;3;$1,887.00;$1,887.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;ALONSO;FACTURA;HUESO;63;0;$1,750.89;$1,750.89;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;ALBERTO PIURA;FACTURA;BRICK BLANCO;40;0;$1,440.00;$1,440.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;ALBERTO PIURA;FACTURA;ONIX BLACK;40;0;$1,440.00;$1,440.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;AMELIA MARZANO;FACTURA;TIBET HUESO;33;0;$997.92;$997.92;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;RUSBELL - CHIMBOTE;FACTURA;MATE NEGRO;23;0;$828.00;$828.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;NYN;FACTURA;WFG66004 MATE;21;0;$771.12;$771.12;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;SANTA ROSA;FACTURA;ESFERA BLANCO;28;1;$749.25;$749.25;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;INV. SANDOVAL - LAMBAYEQUE ;FACTURA;DALIA CARAMELO;20;0;$748.80;$748.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;GALERIA 907 INT. 108;FACTURA;GENESIS NEGRO 120;6;0;$648.00;$648.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;MAYRA 1049;FACTURA;GENESIS NEGRO 120;6;0;$648.00;$648.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;FERNANDEZ - HUAYCAN;FACTURA;DALIA CARAMELO;20;0;$634.60;$634.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;CASMA;FACTURA;ELECTRIC BEIGE;21;0;$628.99;$628.99;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;MELISSA 923A;FACTURA;PERLA IMPERIAL;13;0;$599.00;$599.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;CHIHUALA 966;FACTURA;SATINADO GREY;14;0;$524.20;$524.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;LUCY;FACTURA;PARQUET BEIGE;13;0;$477.36;$477.36;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;OLCLASS 927;FACTURA;GALAXI BLACK 120;8;0;$450.00;$450.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;SANTA CAROLINA;EVELYN - TRUJILLO;FACTURA;WOOD ARTICO;8;0;$449.28;$449.28;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;INV. SANDOVAL - LAMBAYEQUE ;FACTURA;IMPERIAL GOLD;12;0;$440.64;$440.64;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;MIGUEL;FACTURA;SUPER NEGRO;9;0;$369.36;$369.36;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;ANTHONY - S.J.M;FACTURA;FIRENSE;9;0;$330.50;$330.50;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;CORAL - HUANCAYO;FACTURA;IMPERIAL GOLD;9;0;$330.48;$330.48;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;REAL CASA;FACTURA;GENESIS NEGRO 120;3;0;$318.00;$318.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;CERVA;FACTURA;GENESIS NEGRO 120;4;0;$316.80;$316.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;GAVINO 938B;FACTURA;DALIA CARAMELO;8;0;$305.28;$305.28;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
17/06/2025;CURVA;PAUL;FACTURA;GENESIS BLANCO 120;2;1;$270.00;$270.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;SANTA CAROLINA;MARMOLES;FACTURA;FARIDA BEIGE;6;0;$266.40;$266.40;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
17/06/2025;MILLA;ALESSIA 945B;FACTURA;ONIX BLACK;7;0;$262.10;$262.10;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;REAL CASA;FACTURA;CALACATA MATE;7;0;$257.00;$257.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;CORAL - HUANCAYO;FACTURA;SATINADO GREY;7;0;$255.00;$255.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;ALESSIA 987;FACTURA;GENESIS MAREON 120;3;0;$241.92;$241.92;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;CECILIA - S.J.M;FACTURA;GENESIS MAREON 120;3;0;$241.92;$241.92;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;WILLY;FACTURA;BRICK BLANCO;6;1;$229.50;$229.50;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;REAL CASA;FACTURA;ONIX BLACK;6;0;$220.30;$220.30;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;CORPORACION BD&S;FACTURA;GENESIS NEGRO 120;2;2;$216.00;$216.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;ROMERO;FACTURA;SATVARIO GREY;6;7;$215.40;$215.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;ITURRI - CHIMBOTE;FACTURA;HOJAS CALACATA;7;0;$204.12;$204.12;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;DISERGISA 901;FACTURA;EVO BLACK;5;0;$183.60;$183.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;MUCHIN - CHIMBOTE;FACTURA;FORESTA GRAFITO;5;0;$183.60;$183.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;MARITZA - AYACUCHO;FACTURA;PETRA MIX;5;0;$183.60;$183.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;CORAL - HUANCAYO;FACTURA;SATINADO GREY;5;0;$182.16;$182.16;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;CERVA;FACTURA;SUPER NEGRO;4;2;$181.40;$181.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;DECORMAX 992;FACTURA;CALACATA MATE;5;0;$180.00;$180.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;REAL CASA;FACTURA;GENESIS NEGRO 120;2;1;$178.20;$178.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;ITURRI - CHIMBOTE;FACTURA;ESPECIES;6;0;$175.00;$175.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;IMPESA 939B;FACTURA;GENESIS NEGRO 120;1;1;$162.00;$162.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;CERVA;FACTURA;LADRILLO BLANCO;5;5;$162.00;$162.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;CASMA;FACTURA;MATRIX AZUL;3;0;$155.52;$155.52;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;DECORCERAMIC 929;FACTURA;MATRIX AZUL;3;0;$155.50;$155.50;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;DECORMAX 992;FACTURA;LARA GRAFITO;4;8;$142.60;$142.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;SANTA CAROLINA;GIOVANNA MARZANO;FACTURA;ALVA GRIS;3;0;$140.40;$140.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;CARMEN - HUACHIPA;FACTURA;PERLA IMPERIAL;3;0;$138.20;$138.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;PAUL;FACTURA;GENESIS NEGRO 120;1;0;$108.00;$108.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;SANTA CAROLINA;KASA LINDA 952;FACTURA;FORESTA CARAMELO;2;0;$88.80;$88.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;CERVA;FACTURA;LARA MARFIL;3;0;$87.50;$87.50;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;ITURRI - CHIMBOTE;FACTURA;DACIO BEIGE;2;1;$82.62;$82.62;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;JERSON CASHPA;FACTURA;GENESIS NEGRO 120;1;0;$80.64;$80.64;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;CERVA;FACTURA;GENESIS BLANCO 120;1;0;$80.60;$80.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;DECORMAX 992;FACTURA;GENESIS BLANCO 120;1;0;$80.60;$80.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;IMPESA 939B;FACTURA;GENESIS NEGRO 120;1;0;$79.20;$79.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;HUGO;FACTURA;URANO NEGRO;1;1;$75.60;$75.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;MARICIELO;FACTURA;WOOD ARTICO;2;0;$74.90;$74.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;HILDA - SURQUILLO;FACTURA;RUSTICO GRIS;2;0;$72.00;$72.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;ROMERO;FACTURA;CEMENTO GRAFITO;2;1;$67.10;$67.10;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;FREDY CHAUCA;FACTURA;DALIA CARAMELO;1;3;$66.78;$66.78;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;ITURRI - CHIMBOTE;FACTURA;ESPECIES;0;10;$65.00;$65.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;HUGO;FACTURA;URANO NEGRO;1;0;$60.50;$60.50;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;NYL 1057;FACTURA;BRECIA NOGAL;1;2;$55.00;$55.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;IMPESA 939B;FACTURA;LADRILLO BLANCO;1;5;$45.40;$45.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;HUGO;FACTURA;SATINADO GREY;1;0;$37.44;$37.44;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;MARCO ANTONIO - CHIMBOTE;FACTURA;BURBUJAS;1;3;$34.20;$34.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;CERAL IMPORT 991;FACTURA;ELECTRIC BEIGE;1;0;$30.20;$30.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;ZENDY 891;FACTURA;MARMOL GRIS;1;0;$29.20;$29.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;CURVA;ROMERO;FACTURA;LADRILLO BLANCO;1;0;$29.20;$29.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;CORPORACION BD&S;FACTURA;HUESO;1;0;$28.80;$28.80;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
17/06/2025;CURVA;SANICENTER;FACTURA;MATE BARI BROWN;0;1;$9.40;$9.40;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
17/06/2025;CURVA;SANICENTER;FACTURA;WFG66004 MATE;0;1;$9.40;$9.40;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
17/06/2025;CURVA;MUNDO;FACTURA;NEGRO VITRIFICADO;10;0;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
17/06/2025;MILLA;SIN TIENDA;FACTURA;SUPER BLANCO;0;3;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
18/06/2025;MILLA;STA. CLORINDA 950;FACTURA;BARI BROWN;0;1;$9.72;$9.72;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;MILLA;REAL CASA;FACTURA;ATHENAS VITRIFICADO;278;0;$9,806.45;$9,806.45;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;MILLA;REAL CASA;FACTURA;PRISCO GREY;278;0;$10,230.40;$10,230.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;MILLA;REAL CASA;FACTURA;WOOD NATURAL;278;0;$9,407.52;$9,407.52;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;OLCLASS 927;FACTURA;GENESIS MAREON 120;3;0;$250.58;$250.58;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;MILLA;MARICIELO 995 ZOTANO;FACTURA;HUESO;0;1;$7.12;$7.12;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;CORPORACION BD&S;FACTURA;HOJAS CALACATA;9;2;$273.80;$273.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;CORPORACION BD&S;FACTURA;CALACATA MATE;12;2;$450.00;$450.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;CORPORACION BD&S;FACTURA;CARRARA BROWN;12;2;$468.00;$468.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;CORPORACION BD&S;FACTURA;MARMOL GRIS;8;5;$258.75;$258.75;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;CORPORACION BD&S;FACTURA;CALACATA MATE;1;0;$36.00;$36.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;CORPORACION BD&S;FACTURA;FERRO BLACK;3;0;$114.60;$114.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;MILLA;CORPORACION BD&S;FACTURA;WOOD ARTICO;3;0;$105.84;$105.84;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;SANTA CAROLINA;MELISSA 923A;FACTURA;FORESTA CARAMELO;58;2;$2,590.00;$2,590.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;REAL CASA;FACTURA;ONIX BLACK;51;0;$1,872.70;$1,872.70;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;MILLA;ANDY;FACTURA;ELECTRIC BEIGE;30;0;$950.40;$950.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;MILLA;RONY;FACTURA;CUARZO GRIS;26;0;$947.20;$947.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;HIPER - BARRANCA;FACTURA;MARMOL GRIS;23;0;$828.00;$828.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;MILLA;NAZARENO 115;FACTURA;SOFIA CORAL;26;0;$775.00;$775.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;LIDIA - CHIMBOTE;FACTURA;FIRENSE;20;0;$734.40;$734.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;ITURRI - CHIMBOTE;FACTURA;GENESIS BLANCO 120;8;0;$633.60;$633.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;LIDIA - CHIMBOTE;FACTURA;SATVARIO GREY;20;0;$627.00;$627.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;HOUSE CERAMIC;FACTURA;HOJAS CALACATA;20;0;$579.96;$579.96;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;IMPESA 939B;FACTURA;GENESIS NEGRO 120;4;0;$432.00;$432.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;MILLA;NYN;FACTURA;HUESO;15;0;$421.20;$421.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;MILLA;ROXANA;FACTURA;HUESO;15;0;$421.20;$421.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;GEM - CHIMBOTE;FACTURA;ATHENAS VITRIFICADO;11;1;$413.10;$413.10;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;MILLA;JYS PASAJE;FACTURA;MADERA TORNILLO;10;0;$388.80;$388.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;INV. SANDOVAL - LAMBAYEQUE ;FACTURA;DALIA CARAMELO;10;0;$374.40;$374.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;SIN TIENDA;FACTURA;BRECIA NOGAL;10;0;$367.20;$367.20;$0.00;ENTREGADO;PAGADO;ENVIAR;PLIN
18/06/2025;CURVA;ROMERO;FACTURA;BLANCO BRILLANTE;12;3;$359.60;$359.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;MILLA;KASA LINDA 952;FACTURA;WOOD NATURAL;7;0;$306.70;$306.70;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;MILLA;GAVINO 938B;FACTURA;BARI BROWN;8;1;$302.94;$302.94;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;RONY;FACTURA;ALPHES GREY;7;0;$255.02;$255.02;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;REAL CASA;FACTURA;CEMENTO GRIS;7;0;$252.00;$252.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
18/06/2025;CURVA;DECORMART - SURQUILLO;FACTURA;HOJAS CALACATA;8;0;$233.28;$233.28;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
